City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
690,Pizarro,CO,4.9533,-77.366,76.73,92,97,7.96,light rain
691,Homer,US,59.6425,-151.5483,18.03,75,1,3.44,clear sky
692,Mahibadhoo,MV,3.7833,72.9667,81.77,78,99,16.55,overcast clouds
693,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,43.79,89,100,10.6,overcast clouds
694,Makinsk,KZ,52.6292,70.4169,3.29,98,81,7.4,broken clouds
695,Havelock,US,34.8791,-76.9013,64.92,89,90,0.0,overcast clouds
696,Tuy Hoa,VN,13.0833,109.3,72.16,94,41,6.24,scattered clouds
697,Dallas,US,32.7668,-96.7836,44.56,89,20,3.0,few clouds
698,Rondonopolis,BR,-16.4708,-54.6356,85.71,66,92,5.28,overcast clouds
699,Dawei,MM,14.0833,98.2,72.68,83,36,2.8,scattered clouds
